TTDTargetID	Target_Name	Indication	ICD9	ICD10
T62553	Ribonucleoside-diphosphate reductase	Herpes simplex virus infection	54	B00
T62553	Ribonucleoside-diphosphate reductase	Myelodysplastic syndrome; Acute lymphoblastic leukemia	238.7, 204.0, 556	D46, C91.0
T62704	3-beta-HSD	Termination of early pregnancy	779.6	O04
T62705	Activation-inducible lymphocyte IMMUNOMEDIATORY molecule AILIM	Systemic lupus erythematosus	710	M32
T62739	mRNA of STMN1	Solid tumours	140-199, 210-229	C00-D48
T62753	Activity of important signaling molecules (pAKT) involved in chemoresistance	Cancer	140-229	C00-C96
T62763	Keratinocyte growth factor 2	Oral mucositis	528	K12.3
T62820	Metabotropic glutamate receptor 2	Alzheimer disease; Major depressive disorder	331, 296.2, 296.3, 710.0	G30, F32, F33, M32
T62820	Metabotropic glutamate receptor 2	Anxiety disorder	300, 311	F32, F40-F42
T62820	Metabotropic glutamate receptor 2	Bipolar disorder	296.0, 296.1, 296.4, 296.5, 296.6, 296.7, 296.8, 300	F31, F40-F42
T62820	Metabotropic glutamate receptor 2	Central nervous system disease		G00-G99
T62820	Metabotropic glutamate receptor 2	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
T62820	Metabotropic glutamate receptor 2	Mood disorder		F30-F39
T62820	Metabotropic glutamate receptor 2	Psychiatric disorder	290-319	F01-F99
T62820	Metabotropic glutamate receptor 2	Schizophrenia	295	F20
T62905	Sodium-dependent multivitamin transporter	Unspecified		
T62945	Voltage-dependent calcium channel	Muscle spasm		M62.838
T63068	Serum albumin	Arthritis; Bursitis		M00-M25
T63068	Serum albumin	Cholecystography; Gallbladder disease	574, 575	K81, K82, K80-K82
T63068	Serum albumin	Constipation	564	K59.0
T63068	Serum albumin	Diarrhea	787.91	A09, K59.1
T63068	Serum albumin	Hemophilia	286	D66-D68
T63068	Serum albumin	Hypovolemic shock; hypoalbuminemia		E88.09
T63068	Serum albumin	Imaging		W88
T63068	Serum albumin	Reperfusion injury and stroke	410, 434.91	I21, I22, I61-I63
T63068	Serum albumin	Visualizing lesions with abnormal blood brain barrier	437.9	I67.9
T63068	Serum albumin	Xerophthalmia		E50.6-E50.7
T63140	Integral membrane protein LmrP	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T63220	Activated CDC42 kinase 1	Cancer	140-229	C00-C96
T63414	P2X purinoceptor 7	Alzheimer disease	331	G30
T63414	P2X purinoceptor 7	Arthralgia		M25.5
T63414	P2X purinoceptor 7	Autoimmune diabetes		E08-E13
T63414	P2X purinoceptor 7	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T63414	P2X purinoceptor 7	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T63414	P2X purinoceptor 7	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T63414	P2X purinoceptor 7	Rheumatoid arthritis	710-719, 714	M05-M06
T63484	Glucose-6-phosphate dehydrogenase	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T63484	Glucose-6-phosphate dehydrogenase	Rheumatoid arthritis	710-719, 714	M05-M06
T63505	Proto-oncogene c-Abl	Acute lymphoblastic leukemia	204.0, 556	C91.0
T63505	Proto-oncogene c-Abl	Cancer	140-229	C00-C96
T63505	Proto-oncogene c-Abl	Chronic myelogenous leukaemia	205.1	C92.1
T63505	Proto-oncogene c-Abl	Dietary shortage	260-269	E40-E46
T63505	Proto-oncogene c-Abl	Glioma; Lung cancer; Prostate cancer; Solid tumours	140-199, 191, 210-229	C00-C75, C71, C7A, C7B, D10-D36, D3A
T63505	Proto-oncogene c-Abl	Intestinal cancer; Myeloid leukemia	152, 153, 205	C17, C18, C92
T63505	Proto-oncogene c-Abl	Leukemia	208.9	C90-C95
T63598	Neuronal excitation	Head lice	132	B85.0
T63609	Adenylate cyclase type 1	Dietary shortage	260-269	E40-E46
T63803	Vascular endothelial growth factor D	Angina pectoris	413	I20
T63803	Vascular endothelial growth factor D	Peripheral vascular disease	443.9	I73.9
T63816	Histone deacetylase 4	Huntington's disease	294.1, 333.4	F02.2, G10
T63934	Interferon alpha 2 ligand	Bladder cancer	188	C67
T63934	Interferon alpha 2 ligand	Colorectal cancer	153, 154	C18-C21
T63934	Interferon alpha 2 ligand	Hairy cell leukemia	202.4	C91.4
T63934	Interferon alpha 2 ligand	HBV infection	070.2-070.3	B16, B18.0, B18.1
T63934	Interferon alpha 2 ligand	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T63934	Interferon alpha 2 ligand	Melanoma	172	C43
T63934	Interferon alpha 2 ligand	Mesothelioma	163	C45
T63934	Interferon alpha 2 ligand	Unspecified		
T63934	Interferon alpha 2 ligand	Viral infections	054.0, 054.1, 054.2, 054.3, 075, 771.2, 052, 053	B01, B02, A60, B00, B27, G05.1, P35.2
T63966	Vascular endothelial growth factor receptor 1	Advanced solid tumor; Macular degeneration	140-199, 362.5	C00-C75, C7A, C7B, H35.3
T63966	Vascular endothelial growth factor receptor 1	Arteriosclerosis; Bladder cancer	440, 188	I70, C67
T63966	Vascular endothelial growth factor receptor 1	Cancer	140-229	C00-C96
T63966	Vascular endothelial growth factor receptor 1	Diabetic foot ulcer	707	L88-L89
T63966	Vascular endothelial growth factor receptor 1	Hereditary hemorrhagic telangiectasia		I78.0
T63966	Vascular endothelial growth factor receptor 1	Pancreatic cancer	140-199, 140-229, 157, 210-229	C25
T63966	Vascular endothelial growth factor receptor 1	Peripheral vascular disease	443.9	I73.9
T63966	Vascular endothelial growth factor receptor 1	Renal cancer	140-229, 189	C64
T63967	Nicotinic ACh receptor alpha 4/beta 2	Alzheimer disease	331	G30
T63967	Nicotinic ACh receptor alpha 4/beta 2	Anesthesia	338	R20.0
T63967	Nicotinic ACh receptor alpha 4/beta 2	Attention deficit hyperactivity disorder	314	F90
T63967	Nicotinic ACh receptor alpha 4/beta 2	Attention deficit hyperactivity disorder; Schizophrenia; Anxiety; Dementia	290-294, 295, 300, 314.0	F01-F07, F20, F40-F42, F90
T63967	Nicotinic ACh receptor alpha 4/beta 2	Gastrointestinal disease		K00-K93
T63967	Nicotinic ACh receptor alpha 4/beta 2	Irritable bowel syndrome	564.1, 787.91	A09, K58, K59.1
T63967	Nicotinic ACh receptor alpha 4/beta 2	Mood disorder		F30-F39
T63967	Nicotinic ACh receptor alpha 4/beta 2	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T63967	Nicotinic ACh receptor alpha 4/beta 2	Parkinson's disease	332	G20
T63967	Nicotinic ACh receptor alpha 4/beta 2	Schizophrenia; Alzheimer disease	295, 331.0	F20, G30
T63967	Nicotinic ACh receptor alpha 4/beta 2	Smoking cessation	292	F17.2
T63967	Nicotinic ACh receptor alpha 4/beta 2	Tobacco dependence	305.1	F17
T63986	mRNA of kinesin spindle protein	Hematological malignancies	200-209	C81-C86
T63986	mRNA of kinesin spindle protein	Liver cancer	140-229, 155, 203.0	C22
T64074	Scavenger decapping enzyme DcpS	Spinal muscular atrophy	335.0-335.1	G00-G99
T64081	Farnesyltransferase	Non-small cell lung cancer		C33-C34
T64081	Farnesyltransferase	Solid tumours	140-199, 210-229	C00-D48
T64205	STAT-1 transcription factor	Skin infections	680-709	L00-L99
T64242	24-hydroxylase	Cancer	140-229	C00-C96
T64258	Microtubular protein	Cancer	140-229	C00-C96
T64376	Fibroblast growth factor	Cancer	140-229	C00-C96
T64376	Fibroblast growth factor	Skin burns	940-949	T20-T31
T64382	Gamma-aminobutyric acid receptor	Alcohol use disorders	303	F10.2
T64382	Gamma-aminobutyric acid receptor	Anxiety disorder	300, 311	F32, F40-F42
T64382	Gamma-aminobutyric acid receptor	Ascariasis; Enterobiasis	127.0, 127.4	B77, B80
T64382	Gamma-aminobutyric acid receptor	Bipolar disorder	296.0, 296.1, 296.4, 296.5, 296.6, 296.7, 296.8, 300	F31, F40-F42
T64382	Gamma-aminobutyric acid receptor	Epilepsy		G40
T64382	Gamma-aminobutyric acid receptor	Epileptic seizures	345.9, 780.3	G40, P90, R56
T64382	Gamma-aminobutyric acid receptor	Obesity	278	E66
T64382	Gamma-aminobutyric acid receptor	Seizures	345.9, 780.3	G40, P90, R56
T64410	D-alanyl-D-alanine carboxypeptidase	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T64410	D-alanyl-D-alanine carboxypeptidase	Gram-positive bacterial infection	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	
T64567	Carbonic anhydrase IX	Breast cancer	174, 175	C50
T64567	Carbonic anhydrase IX	Cancer	140-229	C00-C96
T64567	Carbonic anhydrase IX	Clear cell renal cell carcinoma	189	C64
T64567	Carbonic anhydrase IX	Lymphoma	202.8, 208.9	C81-C86
T64567	Carbonic anhydrase IX	Renal cancer	140-229, 189	C64
T64567	Carbonic anhydrase IX	Solid tumours	140-199, 210-229	C00-D48
T64591	5-hydroxytryptamine receptor 3A	Emesis	787	R11
T64591	5-hydroxytryptamine receptor 3A	Fibromyalgia	729.1	M79.7
T64591	5-hydroxytryptamine receptor 3A	Gastroesophageal reflux disease	140-229, 530	K21
T64591	5-hydroxytryptamine receptor 3A	Irritable bowel syndrome	564.1, 787.91	A09, K58, K59.1
T64591	5-hydroxytryptamine receptor 3A	Local anaesthetic		R20.0
T64591	5-hydroxytryptamine receptor 3A	Nausea		R11
T64591	5-hydroxytryptamine receptor 3A	Nausea; Vomiting	787, 787.0	R11
T64645	N-sulphoglucosamine sulphohydrolase	Sanfilippo syndrome		E76.2
T64676	Immunoglobulin G	Autoimmune diabetes		E08-E13
T64682	Serine/threonine-protein kinase Sgk1	Prostate cancer	185	C61
T64765	Histamine H3 receptor	Alcohol use disorders	303	F10.2
T64765	Histamine H3 receptor	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T64765	Histamine H3 receptor	Alzheimer disease	331	G30
T64765	Histamine H3 receptor	Alzheimer disease; Schizophrenia	331, 295	G30, F20
T64765	Histamine H3 receptor	Anxiety disorder	300, 311	F32, F40-F42
T64765	Histamine H3 receptor	Attention deficit hyperactivity disorder	314	F90
T64765	Histamine H3 receptor	Central nervous system disease		G00-G99
T64765	Histamine H3 receptor	Cognitive disorders	290-294, 294.0, 780.09, 780.9, 780.93	F01-F07, F04, F05, R41.3
T64765	Histamine H3 receptor	Dementia	290-294	F01-F07
T64765	Histamine H3 receptor	Diabetic neuropathy; Musculoskeletal pain	250, 250.6, 356.0, 356.8, 338, 780	E11.40, R52, G89
T64765	Histamine H3 receptor	Eating disorder; Epilepsy; Pain	307.5, 338,780	F50, R52, G89
T64765	Histamine H3 receptor	Excessive daytime sleepiness	291.82, 292.85, 307.43-307.44, 327.1, 780.53-780.54	F51.1, G47.1
T64765	Histamine H3 receptor	Metabolic disorders	270-279	E70-E89
T64765	Histamine H3 receptor	Mild to moderate alzheimer disease; Dementia	290-294, 331.0	F01-F07, G30
T64765	Histamine H3 receptor	Narcolepsy	347	G47.4
T64765	Histamine H3 receptor	Neurological disease	338, 338.2, 410, 782.3,780	I21, I22, R52, R52.1-R52.2, R60.9, G89
T64765	Histamine H3 receptor	Obese insulin-resistant disorders	250	E11
T64765	Histamine H3 receptor	Obesity	278	E66
T64765	Histamine H3 receptor	Pain	338, 356.0, 356.8,780	G64, G90.0, R52, G89
T64765	Histamine H3 receptor	Schizophrenia	295	F20
T64765	Histamine H3 receptor	Sleep disorders	307.4, 327, 780.5	F51, G47
T64774	Voltage-dependent anion-selective channel protein 3	Solid tumours	140-199, 210-229	C00-D48
T64795	Voltage-dependent T-type calcium channel alpha-1G subunit	Cancer	140-229	C00-C96
T64795	Voltage-dependent T-type calcium channel alpha-1G subunit	Epilepsy		G40
T64795	Voltage-dependent T-type calcium channel alpha-1G subunit	Epileptic conditions; Pancreatic cancer	345, 140-199, 140-229, 157, 210-229	G40, C25
T64795	Voltage-dependent T-type calcium channel alpha-1G subunit	Epileptic seizures	345.9, 780.3	G40, P90, R56
T64795	Voltage-dependent T-type calcium channel alpha-1G subunit	Hypertension; Angina	401, 413	I10-I16, I20
T64795	Voltage-dependent T-type calcium channel alpha-1G subunit	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
T64795	Voltage-dependent T-type calcium channel alpha-1G subunit	Paramethadione syndrome; Seizures	741, 744, 745, 746, 751, 753, 345.9, 780.3	Q05, Q17, Q20-Q28, Q60, Q79, G40, P90, R56
T64795	Voltage-dependent T-type calcium channel alpha-1G subunit	Schizophrenia	295	F20
T64969	Epidermal growth factor receptor variant III	Glioblastoma multiforme	191	C71
T64977	mRNA of Insulin-like growth factor 1 receptor	Psoriatic disorder	696	L40
T64987	Latent membrane protein 1	Lymphoma	202.8, 208.9	C81-C86
T64987	Latent membrane protein 1	Nasopharyngeal carcinoma	147	C11
T65019	Matrix metalloproteinase-14	Solid tumours	140-199, 210-229	C00-D48
T65054	Actin	Vaginal yeast infection		B37.3
T65128	Fibrolase	Peripheral vascular disease	443.9	I73.9
T65182	Peptidyl-transferase domain of the bacterial ribosome	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T65197	Erythropoietin Receptor	Anemia	280-285	D50-D64
T65197	Erythropoietin Receptor	Cancer	140-229	C00-C96
T65197	Erythropoietin Receptor	Diabetic retinopathy	250.5	H36, E10.3, E11.3, E13.3
T65197	Erythropoietin Receptor	Emesis; Kidney transplant rejection	787, 996.81	R11, T86.1
T65197	Erythropoietin Receptor	Hematological disease		D50-D89
T65198	Pro-neuregulin-1	Congestive heart failure	428	I50
T65198	Pro-neuregulin-1	Heart failure	428	I50
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Atherosclerosis	414.0, 440	I70
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Diabetes	253.5, 588.1	E23.2, N25.1
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Diabetes; Obesity	250, 278	E08-E13, E66
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Hypercholesterolemia		E78
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Influenza virus		J11.1
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Lipid metabolism disorder		E75-E78
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Metabolic disorders	270-279	E70-E89
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Metabolic syndrome x	277.7	E88.81
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Non-insulin dependent diabetes		E11.9
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Ocular hypertension	365.04	H40.0
T65200	Corticosteroid 11-beta-dehydrogenase, isozyme 1	Type 2 diabetes	250	E11
T65291	Aldehyde dehydrogenase	Alcohol use disorders	303	F10.2
T65291	Aldehyde dehydrogenase	Epilepsy		G40
T65351	Superoxide dismutase	Cerebral infarction		I63
T65351	Superoxide dismutase	Cerebrovascular ischaemia	434.91	I61-I63
T65351	Superoxide dismutase	Head injury	800-879	S00.0S09
T65351	Superoxide dismutase	Interstitial lung disease		J84.9
T65351	Superoxide dismutase	Multiple scierosis	340	G35
T65351	Superoxide dismutase	Myocardial infarction	410	I21, I22
T65351	Superoxide dismutase	Neurodegenerative disease	330-337	G30-G32
T65351	Superoxide dismutase	Skin burns	940-949	T20-T31
T65351	Superoxide dismutase	Spinal cord injury		S14, S24, S34
T65351	Superoxide dismutase	Unspecified		
T65414	mRNA of HIV-1 envelope protein	Acquired immune deficiency syndrome	42	B20
T65570	Alcohol dehydrogenase 1A	Athylene glycol or methanol poisoning	980.1, 982	T51.1, T52.3
T65667	Neutrophil	Rhinitis	472.0, 477	J00, J30, J31.0
T65731	Nitric oxide	Type 2 diabetes	250	E11
T65755	Histone deacetylase	Autoimmune diabetes		E08-E13
T65755	Histone deacetylase	Cancer	140-229	C00-C96
T65755	Histone deacetylase	Cutaneous T-cell lymphoma	202.1, 202.2	C84.0, C84.1
T65755	Histone deacetylase	Epilepsy		G40
T65755	Histone deacetylase	Keratosis		L57.0
T65755	Histone deacetylase	Lymphoma	202.8, 208.9	C81-C86
T65755	Histone deacetylase	Multiple myeloma	203	C90
T65755	Histone deacetylase	Myelodysplastic syndrome; Myelofibrosis	238.7, 208.9, 289.83, 709.2	D46, C94.4, D47.4
T65755	Histone deacetylase	Rheumatoid arthritis	710-719, 714	M05-M06
T65755	Histone deacetylase	Rhinovirus infection		J20.6?
T65755	Histone deacetylase	Spinal muscular atrophy	335.0-335.1	G00-G99
T65864	Mitogen-activated protein kinase 14	Acute coronary syndrome	444	I74
T65864	Mitogen-activated protein kinase 14	Acute lung injury; Acute respiratory distress syndrome	518.5, 518.82	J80
T65864	Mitogen-activated protein kinase 14	Arthritis	710-719	M00-M25
T65864	Mitogen-activated protein kinase 14	Cancer	140-229	C00-C96
T65864	Mitogen-activated protein kinase 14	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T65864	Mitogen-activated protein kinase 14	Coronary artery disease	410-414, 429.2	I20-I25
T65864	Mitogen-activated protein kinase 14	Diabetic retinopathy	250.5	H36, E10.3, E11.3, E13.3
T65864	Mitogen-activated protein kinase 14	Inflammatory bowel disease	555, 556	K50, K51
T65864	Mitogen-activated protein kinase 14	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T65864	Mitogen-activated protein kinase 14	Inflammatory disorder		
T65864	Mitogen-activated protein kinase 14	Psoriasis	696	L40
T65864	Mitogen-activated protein kinase 14	Rheumatoid arthritis	710-719, 714	M05-M06
T65864	Mitogen-activated protein kinase 14	Rheumatold arthritis; Coronary artery disease	410-414, 429.2, 710-719, 714	I20-I25, M00-M25, M05-M06
T65868	RNA synthesis	Hypercalcemia; Testicular cancer	275.42, 186	E83.5, C62
T65879	Inhibitor of nuclear factor kappa-B kinase alpha subunit	Autoimmune diabetes		E08-E13
T65879	Inhibitor of nuclear factor kappa-B kinase alpha subunit	Cancer	140-229	C00-C96
T65883	Claudin 18	Esophageal cancer	150	C15
T65889	Pyruvate kinase M2	Pain; Solid tumours	338, 356.0, 356.8, 780, 140-199, 210-229	G64, G90.0, R52, G89, C00-D48
T65889	Pyruvate kinase M2	Refractory renal cell carcinoma	189	C64
T66011	Complement Factor B	Age related macular degeneration	362.5	H35.3
T66011	Complement Factor B	Asthma		J45
T66011	Complement Factor B	Coronary artery disease	410-414, 429.2	I20-I25
T66023	Parasitic DNA	Schistosomiasis	120	B65
T66030	Activating NK cells through induction of IL-12 expression	Breast cancer	174, 175	C50
T66040	Penicillin binding protein 2	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T66093	HCV MicroRNA-122 (miR-122)	HCV infection	070.4, 070.5, 070.70	B17.1, B18.2
T66237	Vasopressin V2 receptor	Acute and chronic heart failure	428	I50
T66237	Vasopressin V2 receptor	Congestive heart failure	428	I50
T66237	Vasopressin V2 receptor	Enuresis; Polyuria; Diabetes insipidus	250, 253.5, 307.6, 588.1, 788.30, 788.42	E08-E13, E23.2, F98.0, N25.1
T66237	Vasopressin V2 receptor	Euvolemic hyponatremia; Hypervolemic hyponatremia	276.1	E87.1
T66237	Vasopressin V2 receptor	Heart failure	428	I50
T66237	Vasopressin V2 receptor	Hypervolaemic hyponatraemia; Euvolaemic hyponatraemia	276.1	E87.1
T66237	Vasopressin V2 receptor	Nocturia		R35
T66237	Vasopressin V2 receptor	Urinary incontinence	788.3	N39.3, N39.4, R32
T66290	L-type calcium channel	Angina pectoris	413	I20
T66290	L-type calcium channel	Bipolar disorder	296.0, 296.1, 296.4, 296.5, 296.6, 296.7, 296.8, 300	F31, F40-F42
T66290	L-type calcium channel	Cardiovascular disorder		I00-I99
T66290	L-type calcium channel	Dementia	290-294	F01-F07
T66290	L-type calcium channel	Hypertension	401	I10-I16
T66290	L-type calcium channel	Nerve injury		T14.4
T66350	Ras-related protein Rab-9A	Fungal infections	110-118	B35-B49
T66383	Complement factor D	Autoimmune diabetes		E08-E13
T66383	Complement factor D	Geographic atrophy associated with AMD	362.5	H35.3
T66426	CD34	Heart failure	428	I50
T66505	smoothened receptor	Cancer	140-229	C00-C96
T66505	smoothened receptor	Metastatic or locally advanced basal cell carcinoma	173	C44
T66505	smoothened receptor	Skin cancers	172, 173	C43, C44
T66505	smoothened receptor	Solid tumours	140-199, 210-229	C00-D48
T66514	Carbohydrate antigen Lewis Y	Cancer	140-229	C00-C96
T66719	Heat shock protein HSP90	Allergic rhinitis	472.0, 477, 995.3	J00, J30, J31.0, T78.4
T66719	Heat shock protein HSP90	Autoimmune diabetes		E08-E13
T66719	Heat shock protein HSP90	Breast cancer	174, 175	C50
T66719	Heat shock protein HSP90	Cancer	140-229	C00-C96
T66719	Heat shock protein HSP90	Gastric cancer	151	C16
T66719	Heat shock protein HSP90	Kidney cancer; Peripheral nerve damage	140-229, 356.0, 356.8	G64, G90.0
T66719	Heat shock protein HSP90	Myeloma	203	C90
T66719	Heat shock protein HSP90	Respiratory tract inflammation		J00-J99
T66719	Heat shock protein HSP90	Solid tumours	140-199, 210-229	C00-D48
T67022	Caspase	Cancer	140-229	C00-C96
T67022	Caspase	Cardiovascular disorder		I00-I99
T67054	5-hydroxytryptamine 1 receptor	Anxiety disorder	300, 311	F32, F40-F42
T67054	5-hydroxytryptamine 1 receptor	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
T67054	5-hydroxytryptamine 1 receptor	Migraine	346	G43
T67063	Maxi K potassium channel	Asthma		J45
T67063	Maxi K potassium channel	Cerebrovascular ischaemia	434.91	I61-I63
T67063	Maxi K potassium channel	Erectile dysfunction	302.72, 607.84	F52.2, N48.4
T67079	Interleukin-9	Asthma		J45
T67084	Glucosidase	Diabetes	253.5, 588.1	E23.2, N25.1
T67102	Cathepsin D	Hypertension	401	I10-I16
T67102	Cathepsin D	Multiple scierosis	340	G35
T67103	Integrin alpha-V	Colorectal cancer	153, 154	C18-C21
T67103	Integrin alpha-V	Solid tumours	140-199, 210-229	C00-D48
T67162	D(2) dopamine receptor	Advanced stage Parkinson's disease	332	F02.3, G20
T67162	D(2) dopamine receptor	Alcohol use disorders	303	F10.2
T67162	D(2) dopamine receptor	Allergy	995.3	T78.4
T67162	D(2) dopamine receptor	Alzheimer disease	331	G30
T67162	D(2) dopamine receptor	Anxiety disorder	300, 311	F32, F40-F42
T67162	D(2) dopamine receptor	Asthma; Bronchitis	466, 490, 491, 493	J20-J21, J42, J45
T67162	D(2) dopamine receptor	Bacterial infections	001-009, 010-018, 020-027, 030-041, 080-088, 090-099, 100-104	A00-B99
T67162	D(2) dopamine receptor	Bipolar disorder	296.0, 296.1, 296.4, 296.5, 296.6, 296.7, 296.8, 300	F31, F40-F42
T67162	D(2) dopamine receptor	Bipolar disorder; Schizophrenia	296.0, 296.1, 296.4, 296.5, 296.6, 296.7, 296.8, 300, 295	F31, F40-F42, F20
T67162	D(2) dopamine receptor	Breast cancer	174, 175	C50
T67162	D(2) dopamine receptor	Carcinoid syndrome; Acromegaly	253	E34.0, E22.0
T67162	D(2) dopamine receptor	Cardiac failure		I50
T67162	D(2) dopamine receptor	Cardiotonic		I50
T67162	D(2) dopamine receptor	Cerebrovascular ischaemia	434.91	I61-I63
T67162	D(2) dopamine receptor	Chronic obstructive pulmonary disease	490-492, 494-496	J40-J44, J47
T67162	D(2) dopamine receptor	Corneal vascularity; Hyperaemia; Itching		L29
T67162	D(2) dopamine receptor	Depressive fatigue	780.71	R53.82
T67162	D(2) dopamine receptor	Dermal necrosis		K05
T67162	D(2) dopamine receptor	Emesis	787	R11
T67162	D(2) dopamine receptor	False perceptions; Bipolar disorder	297, 780.1, 296.0, 296.1, 296.4, 296.5, 296.6, 296.7, 296.8, 300	F22, R44, F31, F40-F42
T67162	D(2) dopamine receptor	Fibrosis	709.2	L90.5
T67162	D(2) dopamine receptor	Gastrointestinal problems	536, 750	K30-K31, Q40-Q41
T67162	D(2) dopamine receptor	Glaucoma	365	H40-H42
T67162	D(2) dopamine receptor	Huntington's disease	294.1, 333.4	F02.2, G10
T67162	D(2) dopamine receptor	Hyperprolactinemia	253.1	E22.1
T67162	D(2) dopamine receptor	Hypertension	401	I10-I16
T67162	D(2) dopamine receptor	Hypertension; Angina pectoris	401, 413	I10-I16, I20
T67162	D(2) dopamine receptor	Hypotension	458, 796.3	I95
T67162	D(2) dopamine receptor	Idiopathic thrombocytopenic purpura	287.31	D69.3
T67162	D(2) dopamine receptor	Inflammatory bowel disease	555, 556	K50, K51
T67162	D(2) dopamine receptor	Inflammatory disease	140-229, 147, 173, 573.3, 710-719	C11, C44, K75.9, M00-M25
T67162	D(2) dopamine receptor	Insomnia	307.41, 307.42, 327.0, 780.51, 780.52	F51.0, G47.0
T67162	D(2) dopamine receptor	Maintain blood pressure in hypotensive states		I10
T67162	D(2) dopamine receptor	Major depressive disorder	296.2, 296.3, 710.0	F32, F33, M32
T67162	D(2) dopamine receptor	Malignant phaeochromocytoma; Benign prostatic hypertrophy; Malignant essential hypertension		N40, C61
T67162	D(2) dopamine receptor	Migraine headaches	346	G43
T67162	D(2) dopamine receptor	Nasal congestion	478.19	J34.89
T67162	D(2) dopamine receptor	Nausea; Vomiting	787, 787.0	R11
T67162	D(2) dopamine receptor	Non-small cell lung cancer		C33-C34
T67162	D(2) dopamine receptor	Ophthalmic disease		H00-H59
T67162	D(2) dopamine receptor	Pain; Inflammatory diseases	338,780	R52, G89
T67162	D(2) dopamine receptor	Parkinson's disease	332	G20
T67162	D(2) dopamine receptor	Peripheral vasoconstriction; Pulmonary hypertension	443, 416	I73, I27.0, I27.2
T67162	D(2) dopamine receptor	Postpartum haemorrhage	666	O72
T67162	D(2) dopamine receptor	Psychosis		F20-F29
T67162	D(2) dopamine receptor	Psychotic disorders	290-299	F20-F29
T67162	D(2) dopamine receptor	Schizophrenia	295	F20
T67162	D(2) dopamine receptor	Schizophrenia; Bipolar disorder	295, 296	F20, F31
T67162	D(2) dopamine receptor	Schizophrenia; Schizoaffective disorders	295, 295.70	F20, F25
T67162	D(2) dopamine receptor	Sexual dysfunction	302.7	F52
T67162	D(2) dopamine receptor	Substance dependence		F10-F19
T67207	Fc-epsilon-RII (CD23)	Leukemia	208.9	C90-C95
T67233	Cholesterol transporter	Hyperlipidaemia	272.0-272.4	E78
T67272	Aminopeptidase N	Psoriasis	696	L40
T67282	Fungal aureus leucyl-tRNA synthetase	Fungal infections	110-118	B35-B49
T67282	Fungal aureus leucyl-tRNA synthetase	Onychomycosis		B35.1
T67282	Fungal aureus leucyl-tRNA synthetase	Urinary tract infections	599	N39.0
T67310	Ionotropic glutamate receptor	Cerebrovascular ischaemia	434.91	I61-I63
T67310	Ionotropic glutamate receptor	Neuropathic pain	356.0, 356.8	G64, G90.0
T67364	Streptokinase	Hemorrhoids		I84
T67364	Streptokinase	Unspecified		
T67416	Bifunctional aminoacyl tRNA synthetase	Duchenne muscular dystrophy		G71.0
T67619	RAC serine/threonine-protein kinase	Cancer	140-229	C00-C96
T67619	RAC serine/threonine-protein kinase	Hematologic malignancies	200-209	C81-C86
T67619	RAC serine/threonine-protein kinase	Leukemia	208.9	C90-C95
T67619	RAC serine/threonine-protein kinase	Lymphoma	202.8, 208.9	C81-C86
T67619	RAC serine/threonine-protein kinase	Myocardial reperfusion injury		T86.4
T67619	RAC serine/threonine-protein kinase	Pancreatic cancer	140-199, 140-229, 157, 210-229	C25
T67619	RAC serine/threonine-protein kinase	Solid tumours	140-199, 210-229	C00-D48
T67658	Solute carrier family 2, facilitated glucose transporter, member 4	Type 2 diabetes	250	E11
